"tag","text"
"real","JUST IN: White House official: Pres. Obama briefed on hostage situation in Sydney, Australia - @c_good http://t.co/PD7pVfU9pQ "
"real","Australian PM Tony Abbott says it is unclear if #sydneysiege is politically motivated http://t.co/ejBnff6KdW http://t.co/N2VAkBcaqE "
"real","#sydneysiege We sit in the reality of grief, shock and unknowing. For this moment that is enough. http://t.co/bnUK0ZFvJt "
"real","The #SydneySiege perpetrators target all citizens, irrespective of their faith. So please cut it out with the anti-Muslim bigotry on Twitter "
"real","Man what on Earth is going on in Sydney. Despicable. Life in prison no parole for the idiots responsible, set a hard line, no tolerance. "
"real","US Consulate in Sydney issues emergency message to US citizens to maintain a high level of vigilance due to hostage situation - @ABC "
"real","#AustraliaStrong #sydneysiege Canadians praying for a fast and peaceful outcome http://t.co/7C6CZRDrRq "
"real","Uber is a pile of garbage. http://t.co/eQAcoe0lFa "
"real","So sick of this PC society. This #sydneysiege is terrorism.Period. "
"real","Why are ppl tap dancing around what is LIKELY happening in Sydney? Are we worried we may offend a terrorist? Prayers. #SydneySiege "
"real","WATCH: #SydneySiege a very disturbing incident - Australian leader @TonyAbbottMHR http://t.co/UzZQLQbDvt http://t.co/HMYypWuKA9 "
"real","NSW Transport Management has just told Seven News everyone in CBD of Sydney should now leave if they're able. "
"real","Thoughts and prayers for a peaceful resolution to the current situation in Sydney. #sydneysiege "
"real","Number of hostages taken by the Amish today: Zero. &lt;--This is what a religion of peace looks like. #sydneysiege "
"real","Cafés around the area letting us charge phones and handing out water. This is the best side of Sydney. #sydneysiege "
"real","Images of the #SydneySiege http://t.co/dx5yyCVc9K http://t.co/wRpCfYU3sy "
"real","To various media people - if you don't know something, say so. Speculation fills airtime but doesn't serve your audience. #sydneysiege "
"real","ISIS beheadings, Boko Haram school attacks, the London beheading, Canadian soldier shot in cold blood, Sydney attack. #IsolatedIncidents "
"real","Sydney siege ongoing; PM says unclear if politically motivated. Our latest update http://t.co/CxIEFULgYv #sydneysiege http://t.co/VQknQJlgLT "
"real","Thinking about all my mates in Sydney. Hope everyone is okay. "
"real","In times of crisis, we must remind ourselves that we are all part of #TeamHumanity#sydneysiege "
"real","NSW police commissioner: Suspect holding undisclosed number of hostages in Sydney; situation contained - @9NewsAUS http://t.co/2hoFvCo4k4 "
"real","Stop saying we only care about the Sydney siege because it's 5sos' home. We care because it's our fucking country you rude pricks "
"real","No contact with #SydneySiege armed offender at this stage : @nswpolice http://t.co/z9JrtJ2IN3 http://t.co/v0ipmuacMP "
"real","LIVE: People panicking; told to stay indoors when everyone wants to return home http://t.co/HakhsRG4R6 #sydneysiege http://t.co/9KHn2Lbt3E "
"real","Just seen the scenes from Sydney. Tho gets with the people &amp; their families of those inside the cafe at the moment. "
"real","Prayers to all the innocent victims of terror in #Sydney. And those victimized by racial and religious profiling. #sydneysiege "
"real","Best wishes to the peeps in Sydney. D: "
"real","We are being tested today in Sydney. But whatever the test, we will face it head-on. And we will remain a strong, democratic, civil society. "
"real","Praying for #Sydney. These crazies have no idea what Islam is, yet have the hubris to “act in the name of” it. Despicable. "
"real","Infographic of the flag being shown in Martin Place, as compared to flags used by IS &amp; others. Via @smh #sydneysiege http://t.co/QuL9aWeKpg "
"real","Praying for the hostages in Sydney. Please let this end safely. "
"real","Idiots tagging me,blaming Australian foreign policy for #sydneysiege WTF has Lindt chocolate got to do with anything? No excuse for terror "
"real","The 500,000+ Muslim-Australians are also victims and targets of todays attack. #sydneysiege "
"real","The incident in Sydney is disturbing. Such acts are inhuman &amp; deeply unfortunate. I pray for everyone's safety. "
"real","Only the soldiers of Islam have the guts to bravely face women armed with coffee mugs. #sydneysiege #SydneyHostageCrisis "
"real","If Islam is a religion of peace why aren't their extremist extremely peaceful? #sydneysiege "
"real","Sydney hostage situation.LIVE VIDEO: http://t.co/JRybQXm28D - via @9NewsAUSUPDATES: http://t.co/WG6ulBWWGf http://t.co/z4jNu8qYeH "
"real","Join us in praying for Sydney right now and the safety of those involved in the current situation. Pray for peace. #PrayForSydney "
"real","Thank god 5sos aren't in Sydney Why do you have to make everything about them? The hostages lives are just as important as theirs "
"real","Its confirmed #Sydney terrorists are pious Muslims... That should make @Sagarikaghose @Bdutt happy... ALL MUSLIMS ARE NOT LIKE THAT ... "
"real","Just in: U.S. Consulate near the scene in Sydney has accounted for all of its personnel: http://t.co/0h2F8SVCS2 @CNN http://t.co/UUiuFBi01A "
"real","The silence you hear is 1,500,000,000 Muslims not renouncing this terror attack. #sydneysiege "
"real","Just wait... Bimbos @Timesnow will find a link to #Sydney hostage crisis to RSS or VHP or some Hindu Jagran Manch... Just wait... "
"real","RT @martydownunder: If the black flag seems familiar, it's because it was also flying during Gaza protests in Sydney http://t.co/grOVcRJLes "
"real","So the flag didn't tip you off?Australian police: We have not confirmed this is terror-related event #sydneysiege http://t.co/MYQN1pYvfD "
"real","thoughts with the hostages and their families. prayers for a peaceful ending. #sydneysiege "
"real","A map of the #SydneySiege location at Martin Place in Sydney's CBD, and some of the surrounding prominent buildings. http://t.co/KMpXEBLqne "
"real","Btw, how come no professionally secular voice has blamed RSS for the Sydney terror plot so far? Is Lutyens zone waking up late today?? "
"real","If you are ignorant, this is the most important thing you will see today.#sydneysiege http://t.co/x1kEe8RBkq "
"real","Dear God,Please protect and blessThe hostages in Sydney.Pour forth Your LightAnd work a miracle. May sanity... http://t.co/vOf3Btp9jJ "
"real","As #SydneySiege hits 5hr mark, thoughts are with hostages but also families who must be slowly realizing their loved one is inside the cafe. "
"real","#SYDNEYSIEGE: Crowd gathers at police cordon in anticipation of news on hostage situation http://t.co/2zFjvlPC1n http://t.co/YW5zGPMEWS "
"real","These people are taking selfies on the scene of the #sydneysiege. http://t.co/M2ZWqNxKrI "
"real","Sadly, this needs to be pointed out with the amount of Islamophobia that is currently being posted. #sydneysiege http://t.co/zLFyKHOKG1 "
"real","My thoughts are with the hostages, their families and everyone in Sydney right now. "
"real","No degree of hate or #Islamophobia will strip Muslim Australians of either half of their identity. #sydneysiege http://t.co/CAAscwbkxu "
"real","UK Foreign Office in London: We are aware of #sydneysiege in #MartinPlace and are in touch with authorities http://t.co/f0ruawwHLN "
"real","Praying for the hostages, and praying for my religion to one day be free of those who think that Allah demands killing. #sydneysiege #islam "
"real","You gotta admire the ability of Daily Tele editors to resist fads like fact-checking #sydneysiege "
"real","Things getting ugly... A racist bloke yelling at rest of the crowd, Muhammed is a pedophile, rapist #sydneysiege http://t.co/q2TPg0In5Q "
"real","An argument breaks out in crowd watching #sydneysiege after one man goes on anti-Islamic rant. He's told Muslims are welcome here mate! "
"real","Lindt Chocolate Cafe Australia issues #sydneysiege statement on Facebook: http://t.co/1YFI7UGv0W http://t.co/tyytSBUjtk "
"real","Worth pointing most victims of jihadist violence are people of the Islamic faith http://t.co/408eV4PsJM #sydneysiege http://t.co/Hj13MKH80Y "
"real","Daily Telegraph #sydneysiege front page with comment piece The instant we changed forever http://t.co/pJTrm3QzZP http://t.co/VgNa7BqO7U "
"real","The crowd is full of mouthy young men and old crazy racists. Many have travelled here. Really bringing worst out of Sydney #sydneysiege "
"real","Heartfelt thoughts with the hostages of the #SydneySiege &amp; their families. "
"real","Grand Mufti Prof. Ibrahim Abu Mohamed has condemned the siege in Sydney as a criminal act denounced by Islam #7News http://t.co/qlc374dICq "
"real","My thoughts are with all the Muslim Australians having to deal with the Islamaphobia around the #sydneysiege promoted by media etc "
"real","The Lindt cafe has issued a short statement on the Martin Place siege on Facebook. #SydneySiege http://t.co/N5XjcfGQsi "
"real","We have no info, police want calm, everything is speculation, and this paper wants more sales. #sydneysiege http://t.co/KE8Gl5NkBs "
"real","Two young guys have arrived and are swigging from bottles of white wine. This is a hostage situation #sydneysiege http://t.co/nwGAIcqt3S "
"real","#SydneySiege gunman ‘has improvised explosive device’ http://t.co/lUR4hFiJJT "
"real","Meanwhile, in the Sydney CBD extremist lunatics hellbent on the destruction of modern Australia released a 2pm edition of their newspaper. "
"real","Police urge the media to be responsible in their reporting , so the Daily Tele produced this. #SydneySiege http://t.co/AqlHDXUXAF "
"real","INSANITY! #Jihad comes 2 Australia &amp; Liberal Lunatics are Concerned with Political Correctness!?#sydneysiege #tcot http://t.co/YiTCQLja7a "
"real","Do the math. Stop the conflation and collateral indictment of Muslim Australians. #sydneysiege http://t.co/BZage57htm "
"real","How does the world battle terrorism when the very ideology behind it is exempt from criticism. #sydneysiege "
"real","Just really, really want this #sydneysiege to be over. Those poor people 😓 "
"real","The Grand Mufti of Australia issues a statement condemning the #sydneysiege http://t.co/9hhrKvaej5 http://t.co/eUKmoWbZUs "
"real","BREAKING: Australian National Imams Council condemns Sydney siege http://t.co/qFdU4gHjAE "
"real","Australia is home to some of the greatest people I know. My heart goes out to everyone affected by today’s crisis in Sydney. "
"real","Follow @BBCNewsAus and our LIVE page for more updates on #sydneysiege http://t.co/HF9YspoYHL #Lindt http://t.co/IfCERWGP2C "
"real","Hey Hillary R U home empathizing with these scumbags! I want a leader who will wipe them off the planet! #sydneysiege http://t.co/ulXUdng7WC "
"real","The #SydneySiege has now been going for six hours. http://t.co/5yDIw5xAGl http://t.co/RcxxfJncRs "
"real","In Australia, Sydney siege tests delicate truce with Muslim community, by @DanielStacey http://t.co/XqqMj120zX http://t.co/icC0OJfmDI "
"real","RT @troyesivan: Just really, really want this #sydneysiege to be over. Those poor people 😓 "
"real","'Scared for those inside' - The BBC speaks to eyewitnesses near #sydneysiege on #MartinPlace http://t.co/81F8lOM3WH http://t.co/oFEbumwzdc "
"real","Australia severely restricts gun ownership leaving citizens helpless! We MUST Stand Up 4 The #2A! #sydneysiege http://t.co/ir9cenulLc "
"real","CAN YALL STOP SAYING THANK GOD 5SOS ISNT IN SYDNEY LIKE DO YOU RELISE HOW IGNORANT YOU SOUND THINK ABOUT THE HOSTAGES NOT A FUCKING BAND "
"real","He's a man, we don't blame all men.He has a gun, we don't blame all gunowners.He's a Muslim, we should not blame all Muslims. #sydneysiege "
"real","The punters are back taking selfies 100m from the Lindt Cafe #sydneysiege http://t.co/JoAa9JO0Ep "
"real","Central Sydney is in lockdown amid a developing hostage crisis http://t.co/8P5yGkL0QA "
"real","This is well written and comforting as well. #sydneysiege #SydneyHostageCrisis http://t.co/mdJvf6NEdf "
"real","The Australian Muslim community love their home and worked hard to dispel myths. I hope they do not suffer because of this. #sydneysiege "
"real","Australia has a long history of terrorism (the use of violence in the pursuit of political aims).... #SydneySiege http://t.co/dmDZizdeTD "
"real","Keep Calm And Don’t Speculate: How To Be Helpful On Social Media Today http://t.co/es8yFnGjZR #sydneysiege http://t.co/KQMPW1JerY "
"real","Why the hashtag #SydneySiege? There are a few places in the world that are actually under siege. Sydney is not one of them. "
"real","People being held as hostages does seem a perfect selfie moment 😬😐. Absolute morons! #sydneysiege http://t.co/zZY5lr0H6y "
"real","Please do not use today as an excuse to be racist and bigoted. Ignoring the Telegraph would be a good start. #sydneysiege #auspol "
"real","Praying for the people of Sydney #sydneysiege All we need is peace in this world. Sheesh. "
"real","Press Council confirms at least one complaint against Daily Telegraph #sydneysiege special http://t.co/sHUmAo0ag1 http://t.co/btzeuj3k0m "
"real","Lots of love and prayers for Sydney, I hope everyone's okay😳#MTVStars One Direction http://t.co/huOYLZxWXi "
"real","In case of queries about Indian nationals following events in Sydney contact Dr Viond Bahade Dy Consul General at phone +61 481 453550 "
"real","If you're following the situation in Sydney, I beg that you read this article. Skim it, even. So long as you see it. http://t.co/jy0xmKaRST "
"real","Because narcissism doesn't take a break @mkarolian These people are taking selfies on scene of the #sydneysiege http://t.co/7Zbkojftye "
"real","In case of queries about Indian nationals following events in Sydney contact Dr Vinod Bahade Dy Consul General at phone +61 481 453550 "
"real","Religious symbols are being hijacked once again by those who wish to further their own political agendas.#sydneysiege "
"real","LIVE: Sydney Opera House cancels performances in light of #sydneysiege events http://t.co/IKfAR0Z7HL http://t.co/jbL5Ngauvp "
"real","Its grainy but this is the man involved in Sydney siege #9news with updates on who cops think he is &amp; what he wants http://t.co/rAhHdE69Sq "
"real","Mother gets heartbreaking text from son: ‘'Mum, I'm in the cafe. I'm OK, can't talk' http://t.co/Zc5a87cejI #SydneySiege "
"real","This is so gross (via @LetishaWillocks) #sydneysiege http://t.co/OKSHhaZbLV "
"real","Press Council confirms it has received complaints about Telegraph's Death Cult #sydneysiege afternoon front page http://t.co/WI4NrNtBcm "
"real","If you're taking selfies in #MartinPlace at the site of the #sydneysiege then... I... just... just don't. "
"real","Can we add Daily Telegraph to suspected terror cells within Aus? Their 2pm edition did more damage than any gunman ever could #sydneysiege "
"real","To people taking selfies at #SydneySiege, When you return home, look at your selfie &amp; see what an unconscious, blithering idiot looks like. "
"real","Only thing this Murdoch tabloid front page achieves is to further terrorise family members of #SydneySiege hostages http://t.co/ry0UP6TIlL "
"real","Massive respect to @nswpolice today. Their professionalism and calmness under such circumstances is amazing. #sydneysiege "
"real","The #SydneySiege only works to sabotage the message Islam. "
"real","The media need to take a step back and realize this is people's lives not a Kardashian wedding. Facts not fabrications. #sydneysiege "
"real","#ISIS is to #Islam what the Westboro Baptist Church is to #Christianity:An abomination. #siege #sydneysiege #MartinPlace #Lindt #Islamic "
"real","As the @nswpolice have asked: if you're in the Sydney CBD just to check out the #SydneySiege at #MartinPlace, you should go home. "
"real","You never see non-Muslims do things like this. #SydneySiege http://t.co/nPxTMBmK11 "
"real","Australia's PM says there are some indications the Sydney siege may be politically motivated http://t.co/SrvjjO6WdJ http://t.co/mTO7hsgk3x "
"real","Dear Ozzie media (and CNN), what the f*** is 'Islamic writing'? That's Arabic. No one calls Comic Sans 'Christianist writing'. #sydneysiege "
"real","A radical Muslim wants to chop off your head.A moderate Muslim wants a radical Muslim to chop off your head.#sydneysiege "
"real","Call it extremism. Call it hatred. But don't call it Islam . Don't slander a beautiful faith. And I say that as a Christian. #sydneysiege "
"real","Their faces say it all. #Sydneysiege continues more&gt;http://t.co/6EAaEKw4n9 http://t.co/NkzVcf9mxv "
"real","This is the world we now live in. Literally metres from the Cafe with phones &amp; cameras out. #sydneysiege http://t.co/85jOElPlMq "
"real","Sadly, this needs to be pointed out with the amount of Islamophobia that is currently being posted. #sydneysiege http://t.co/bEEhIg9NnM” "
"real","My Thoughts and Prayers go out to everyone involved in #sydneysiege may there be a peaceful outcome. "
"real","What the hell is wrong with people? Taking selfies 100m from the Lindt Cafe #sydneysiege http://t.co/R7mNZCeSOD "
"real","The AFP have said the hostage taker is monitoring social media, according to Guardian Australia sources. #sydneysiege "
"real","If this man was a Christian we would be focusing on his mental health not his religion. Why not now?#sydneysiege #MartinPlace #Islamic "
"real","Islam is a non-violent religion. Don't let a few extremists or the media fool you. #SydneySiege http://t.co/kamsNsPYLM "
"real","My heart goes out to all involved. Stay strong and be safe Sydney! #sydneysiege "
"real","STAND WITH AUSTRALIA-one monarch, one lanaguage, shared culture &amp; historyLive Sydney updates http://t.co/V23TLWitoD http://t.co/hLoAxKT0hC "
"real","-1,570,000,000 Muslims in the World-500,000 Muslims in Australia-1 terrorist in #SydneyCafeDon't stereotype#sydneysiege #PrayForSydney "
"real","VIDEO: Hostages flee from Sydney cafe: http://t.co/fJpal8WRo7 "
"real","SYDNEY ATTACK LATEST:- 8th hour- 5 people escapedGUNMAN DEMANDS:- Speak to PM- ISIS flagClaims he has 2 bombs with him and 2 in city "
"real","You can't condemn an entire race, nation or religion based on the actions of a few radicals, please keep that in mind #sydneysiege "
