"tag","text"
"fake","Is Prince to perform surprise show in Toronto tonight? http://t.co/zA1hH7lfc0 "
"fake","Prince? In Toronto? http://t.co/TwL04ck0Rm via @blogto "
"fake","PRINCE doing surprise show at Massey Hall in Toronto today! Wristbands at 6, show at 8. @3RDEYEGIRL http://t.co/Z7vaVDAYKX "
"fake","#BREAKING: Prince reportedly to perform surprise show at Massey Hall tonighthttp://t.co/G003mTSk9S #Toronto "
"fake","WHAT? RT @CityNews #BREAKING: Prince reportedly to perform surprise show at Massey Hall tonighthttp://t.co/jT8Tx5P1Kw #Toronto "
"fake","#BREAKING: #Prince reportedly to perform surprise show at Massey Hall tonighthttp://t.co/WpiPU0aYwK #Toronto "
"fake","According to @globalnewsto show is 8pm and wristbands handed out at 6pm. This is unconfirmed though!!! @masseyhall http://t.co/buoY83fH4o "
"fake","It looks like a secret Prince show is happening at Massey Hall tonight. http://t.co/IbovDWvjHK http://t.co/1ObuNIhRdC "
"fake","Is Prince really playing Massey Hall tonight? These folks sure hope so. Lineup surprisingly short. http://t.co/9PpzUOasz9 "
"fake","#Prince and @3RDEYEGIRL are rumoured to be performing a surprise show Tuesday night in Toronto http://t.co/N7YsVyMcnJ "
"fake","Prince fans already lining up @ Massey Hall. Wristbands reportedly on sale at 6pmhttp://t.co/WpiPU0aYwK #Toronto http://t.co/G9IEqv1GLe "
"fake","Prince fans lining up at Massey Hall. Wristbands for surprise show reportedly on sale at 6pm.http://t.co/XDIEmme4QD http://t.co/O0JFvNV6uR "
"fake","Did you hear??? Prince! Tonight! Toronto?!?!?!?!?!?! "
"fake","#Prince performs surprise show at Massey Hall tonight @3RDEYEGIRL Wrist Bands going for $10 GOTTA GO! BYE! http://t.co/404bQqXtSr "
"fake","Prince reportedly to perform surprise show at Massey Hall tonighthttp://t.co/DTrGocPIhy #Toronto #Prince "
"fake","Lineup forms outside Massey Hall amid rumours of surprise Prince showhttp://t.co/J3f8kJpnqF http://t.co/LDAp5zTixz "
"fake","This afternoon's rain will not be purple, even if Prince is playing a secret show tonight at Massey Hall. Just regular colour rain &amp; windy "
"fake","Is it still a secret show if everyone knows about it? #Prince? #Toronto http://t.co/auLwUbBe3J http://t.co/49Xr9ovdwQ "
"fake","RT @CP24: Lineup forms outside Massey Hall amid rumours of surprise Prince showhttp://t.co/qkfAKDqGFg http://t.co/P2AsGTOpal "
"fake","Prince fans lining up at Massey Hall. Wristbands for surprise show reportedly on sale at 6pm. #Toronto http://t.co/uZBPGlfyce "
"fake","If you love Prince enough to take the day off work &amp; go to downtown Toronto, rumour has it he is doing a show tonight at Massey Hall -LM "
"fake","Prince rumoured to be performing in surprise show in Toronto http://t.co/PEbtcmybqc http://t.co/HOoFI33eV2 "
"fake","Prince and 3RDEYEGIRL playing last minute show at Massey Hall. Tix $10 "
"fake","Prince rumoured to be performing surprise show in #Toronto: http://t.co/4BVRlc4YMJ http://t.co/xqpfiYVKvK "
"fake","STORY: Prince to reportedly play a pop up show in Toronto TONIGHThttp://t.co/eMaXT97Deq http://t.co/vj6d8iek5z "
"fake","STORY: Prince to reportedly play a pop up show in Toronto TONIGHThttp://t.co/bXRByk5iWg http://t.co/qabWu3qMH6 "
"fake","Is Prince playing a surprise show at Massey Hall tonight?http://t.co/Jp0lbYz4Ui http://t.co/DUwv0mbRQu http://t.co/hM4CcFtNwi "
"fake","I could legit cry right now. Tickets are $10. If you don't have to work today and love Prince, go to Massey Hall. Like, right now. "
"fake","Prince (@3RDEYEGIRL) playing surprise show in Toronto tonight?: http://t.co/BJCMwEagNr "
"fake","From @CBCToronto: Is Prince playing a surprise show at Massey Hall tonight?http://t.co/5rpdcB5dEd http://t.co/m2ucwQlULZ "
"fake","$10 Secret Prince show tonight at Massey Hall? FREAKING OUT! http://t.co/piXjrOZS78 "
"fake","Is Prince performing a show in Toronto tonight? Trick question: Prince doesn't perform. Prince is you. Prince is this tweet. Prince is. "
"fake","Is Prince playing a secret show in Toronto tonight? Lineup Already at Massey Hall RU going http://t.co/ONDwvsPtUT http://t.co/TlgzGeSE0c "
"fake","Is #Prince Playing A Surprise Show At Massey Hall Tonight? #Toronto. It certainly looks like it. http://t.co/5Of7boRp8t "
"fake","#Surprise! Prince at Massey Hall TONIGHT! Park in our Yonge/Shuter lot and grab a pre-show bite! #ToTheCity http://t.co/CTjdXJb01P "
"fake","As a monarchist, I'm excited to learn that the Prince will be in #Toronto tonight. Perhaps he'll autograph my cricket bat! #TOpoli "
"fake","Prince is playing a secret show in Toronto tonight. I will also be playing a secret show tonight involving pizza &amp; netflix bingeing. "
"fake","Rumours of Prince at Massey Hall tonight. Not affiliated with @LesBonnesFilles. Let's move in for a closer look #PRINCEWATCH "
"fake","Prince news from fans at Massey Hall: show tonight, $10 for entry. Need to line up at Massey for wristbands. Big line already. #PrinceWatch "
"fake","Prince at Massey Hall tonight. He's gonna lift whole houses clear off the ground. Wish I could be there. "
"fake","#Prince to perform a surprise show in Toronto @3RDEYEGIRL VIDEO: http://t.co/3uzgh3gNy7 #princearmy #princewatch http://t.co/PdeEHksg2P "
"fake","Rumour that Prince (@3RDEYEGIRL) will be performing a surprise show at Toronto's Massey Hall (@SoundboardTO) tonight: http://t.co/lnJmCVH3jT "
"fake","Prince is playing a surprise show tonight at Massey Hall! http://t.co/8CZZUewOUZ #Toronto "
"fake","Is Prince playing a surprise show in Toronto tonight? http://t.co/u4tF8e7e59 "
"fake","Prince Playing Surprise Show in Toronto Tonight? Are you lined up at Masey Hall? http://t.co/lgrARMzl2R http://t.co/mibqQc7vUv "
"fake","Local news piece on Toronto show tonight #prince @3RDEYEGIRL http://t.co/ETH5CiiF6I #Princearmy "
"fake","There's a serious Prince fan on @Kijiji who'll pay someone to line up at Massey Hall for them: http://t.co/DosNZhur00 (h/t @ceciliacooper) "
"fake","#Prince playing #Toronto #MasseyHall tonight $10 . Lucky folks indeed "
"fake","Is Prince playing a surprise Massey Hall show tonight? http://t.co/w5ymCHylg8 http://t.co/DYQ0jwnnmU "
"fake","Yes! RT @nowtoronto: Is Prince playing a surprise Massey Hall show tonight? http://t.co/pxqvE0ZsnM http://t.co/y83i28GRSl "
"fake","Prince surprise concert rumours spark line-ups in Toronto http://t.co/QuARw5Lcth via @huffpostcamusic "
"fake","Prince rumoured to play secret Toronto show Tuesday http://t.co/6AMeCYAP0R #music "
"fake","The line for #Prince at Massey Hall extends to back of building. Smells strongly of incense &amp; breakfast sandwiches http://t.co/ovA3uIUdsB "
"fake","Surprise Prince show at Massey Hall tonight? http://t.co/Ia8Mmiq7n6 http://t.co/D8yShNMXox "
"fake","Lineup forming outside Massey Hall following rumours of Prince concert: http://t.co/Epurh7XqLY http://t.co/9joDVDnGLI "
"fake","Is Prince playing a surprise show at Massey Hall tonight? http://t.co/mv0Ca9ro6a "
"fake","Is Prince playing a secret show in Toronto tonight? http://t.co/OYvrbLO3RJ "
"fake","Is Prince playing a surprise show at Massey Hall tonight? http://t.co/214bqLGMwd "
"fake","Prince at Massey Hall? Will. Be. Bonkers. http://t.co/IecAWY53du "
"fake","Are you in line for Prince's rumoured show in Toronto? http://t.co/vWqaS1wjSp http://t.co/7FzHZsihpY "
"fake","Yes!! @prince is doing a concert @masseyhall tonight and tickets are ONLY $10!!! #Toronto #rocks "
"fake","Prince rumoured to be performing surprise show in Toronto http://t.co/2Ir63ub4u4 "
"fake","Is there a suprise prince show at massey hall tonite OTNOROT? "
"fake","Prince to perform surprise show in Toronto: http://t.co/y57XENHQlb #Prince http://t.co/sOFt4XlNUG "
"fake","Are you in line at Massey Hall? Send us a photo! Prince rumoured to be playing surprise show http://t.co/tZZuoauuwN http://t.co/KmROAvXLc5 "
"fake","Outside Massey Hall where Prince and @3RDEYEGIRL fans are lining up for what they think is a surprise show. http://t.co/yRPLZfQASC "
"fake","The Prince at Massey Hall line up spans two blocks. Security say they have not done a headcount. http://t.co/hRMNQSTgUG "
"fake","Imagine if the people lining up at Massey Hall for Prince found out that some lines got crossed &amp; it's actually a secret Nickleback show? "
"fake","The music legend known as Prince is rumoured to be having a surprise pop-up show tonight @ Massey Hall in Toronto #fb http://t.co/jRAAkW7sU8 "
"fake","We're in line to see @3RDEYEGIRL!!!! #Prince #PrinceSurpriseShow #November4th #Toronto http://t.co/zFfGno2RcT "
"fake","Is it true? Prince rumoured to be performing surprise show in Toronto http://t.co/EZiiLVkXyb "
"fake","Rumor has it PRINCE will perform @ a FREE private show @ Massey Hall tonight! #Toronto Will you stand in line? - @jusRED "
"fake","People talking about stupid shit like government corruption and harassment when Prince is in Toronto smh "
"fake","Hundreds of Prince fans line up outside Massey Hall on rumours the artist is playing a surprise show tonight. http://t.co/yX5dowP1yI "
"fake","Get here quick! We're in line for @3RDEYEGIRL secret show in Toronto @masseyhall !!! #Prince http://t.co/LpfaxDopSn "
"fake","@seldomherd @TomBeyer7 CBC Toronto quoted you: Pop-up Prince in Toronto? Social media speculates http://t.co/KnbVMG4enZ #cbcto "
"fake","@jness935 @johnpaille @scrypticktock CBC Toronto quoted you: Pop-up Prince in Toronto? Social media speculates http://t.co/KnbVMG4enZ #cbcto "
"fake","Wish I was going to that secret concert that @3RDEYEGIRL and Prince are performing at @MassyHall in Toronto "
"fake","Hey #Prince remember that time I stood next to you at that thing. Anyway, let's catch up tonight at Massey Hall. @3RDEYEGIRL #PRINCEWATCH "
"fake","$10 to see Prince tonight in Toronto? I'd be a fool not to. "
"fake","Prince rumoured to play secret Toronto show today http://t.co/ODT5L7b8Pi "
"fake","Is #Prince planning a secret show in #Toronto tonight? http://t.co/7btRBeRkqN http://t.co/yWLpPBSjMc "
"fake","OMG. #Prince rumoured to be performing in Toronto today. Exciting! "
"fake","Clearly prince is having a show in #toronto @TorontoComms #tdot #gta #prince #concert http://t.co/e7oktlGd1v "
"fake","I might just be crazy! But I am in line for #Prince surprise show in Toronto! #MasseyHall @3rdeyegirl "
"fake","Toronto People -----&gt; Prince to perform surprise show in Toronto http://t.co/OyKGfpNRvg "
"fake","Fans have told me they overheard security saying that Prince's drumkit has already been set up inside Massey Hall in Toronto. "
"fake","Prince is doing a secret concert @masseyhall in Toronto tonight and tickets are ONLY $10!!! "
"fake","#Toronto if you can't get in to see #princeTO then get a #Prince pizza from Dino http://t.co/hqGmtiT6r0 @FiratDino "
"fake","Prince is rumoured to be performing a surprise show Tuesday night in Toronto. http://t.co/GFa28laeQf "
"fake","Sample of line-up outside Massey Hall for rumoured Prince concert via @LindaWardCBC http://t.co/tZZuoauuwN #cbcto http://t.co/Fq111eHnw7 "
"fake","A look at the stage where prince is performing sent by a friend #toronto #prince #tdot #concert @TorontoComms http://t.co/DQR1FkXQnV "
"fake","Good old Massey Hall for Prince tonight in #Toronto. http://t.co/4DMcW35Iqq "
"fake","Prince is going to make #Toronto purple tonight. And all eyes are watching. http://t.co/UpnrwN0qet "
"fake","Toronto is hoping for a surprise show by Prince and @3RDEYEGIRL tonight. http://t.co/8Nwq3UgIzt "
"fake","Just got word from Massey Hall management that #Prince is indeed doing 2 shows. Tonight and tomorrow. "
"fake","My boss let me go early, told me I look sick. Lineup for rumoured Prince show: http://t.co/WTde7L4kYy http://t.co/LXtTx9qNaS #Toronto "
"fake","Prince fans are lined up from Massey Hall to Queen street to snag wristbands to his surprise shows http://t.co/W5rObSPMuN "
"fake","Prince to perform surprise show tonight at Massey Hall http://t.co/J6NJFodRcX "
"fake","Secret Prince Show Rumored for Toronto Tonight http://t.co/yhXdMtq4T0 "
"fake","PICTURES OF THE #PRINCEAMY QUEUING IN #TORONTO https://t.co/RkYChFJ2y4 SEND US YOUR PICS TO ADD TO OUR GALLERY! #PRINCE @3RDEYEGIRL "
"fake","Secret Prince show rumored for Toronto tonight http://t.co/GE2DFcFKLJ "
"fake","My piece for @billboard: Secret Prince Show Rumored for Toronto Tonight http://t.co/GWaiW8SO0B @3RDEYEGIRL @DonnaGrantis @masseyhall "
"fake","Star photographer Steve Russell shows how long the Prince lineup at Massey Hall is right now. http://t.co/tnpmrN08fp "
"fake","Chock-a-block w Prince fans at surprise Massey Hall concert in T.O. #cbcarts He so hearts Cdns http://t.co/HRQWag5OOv http://t.co/mSdWnitQUI "
"fake","Lineup grows in Toronto amid rumours of secret Prince show http://t.co/Eg3mGVplSU "
"fake","Is #Prince in #Toronto? Rumours fly of surprise show... @masseyhall http://t.co/ySchlys6DA "
"fake","In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight. "
"fake","So @prince Concert @masseyhall 4 tickets/person &amp; max seating is 3300 Still a chance if you want to brave it! #Prince#Toronto "
"fake","Security at Massey Hall tells @CP24 there is NO Prince show #Toronto #prince'd #purple'd "
"fake","Now hearing there is NO #Prince show tonight, and the hundreds of people who have waiting in line will not be getting tickets. #Toronto "
"fake","Prince in Toronto cancelled! WTF!! "
"fake","#PrinceWatch LiveNation post: In response to inquiries, we can confirm that Prince will not be performing at Massey Hall Tonight. (5mins ago "
"fake","Security at Massey Hall say there will be no Prince concert tonight #cbcto "
"fake","Security just said there is No #Prince show tonight in #Toronto. WTF. "
"fake","In a tweet concert promoter Live Nation says there is NO Prince show at Massey Hall tonight #Toronto "
"fake","In a tweet concert promoter Live Nation says there is NO Prince show at Massey Hall tonight #Toronto "
"fake","Prince fans lined up outside Massey Hall say they are VERY disappointed after security says NO PRINCE SHOW tonight #prince #purplerain "
"fake","#BREAKING: @LiveNationON has tweeted Prince will not be performing at @masseyhall tonight. #PrinceTO #Toronto "
"fake","#BREAKING: @LiveNationON has tweeted Prince will not be performing at @masseyhall tonight. #PrinceTO #Toronto "
"fake","LiveNation confirms that Prince will not be performing at Massey Hall tonight. "
"fake","This Is What It Sounds Like When Prince Fans Cry. #NoPrinceConcert #Toronto http://t.co/tid8OsOBSn "
"fake","Toronto riots tonight RT @CP24: LiveNation confirms that Prince will not be performing at Massey Hall tonight. "
"fake",".@LiveNationON tweets Prince will not be performing at Massey Hall tonight. #cbcto "
"fake","#Breaking @LiveNationON has tweeted out there is no Prince show at Massey Hall tonight. "
"fake","No Purple Rain #Toronto, just rain MT @LiveNationON In response to inquiries, can confirm Prince won't be performing at @masseyhall tonight "
"fake","Prince never meant to cause you any sorrow, Massey Hall people standing in the rain. "
"fake","Uh-oh. Live Nation is saying that there's no Prince show at Massey Hall tonight. http://t.co/IbovDWvjHK "
"fake","How can you just leave me standing, alone in a world that's so cold? ― Prince fans in line outside Massey Hall since 7am "
"fake","#BREAKING: The Artist Formerly Known To Perform Will Not Be Doing So Anymore. Sorry Prince Fans. #Toronto #Concert #Fail "
"fake","Contrary to popular belief, @LiveNation has stated that there will not be a secret #Prince show at Massey Hall "
"fake","No Prince concert at Toronto's Massey Hall. DEVELOPING STORY: http://t.co/63l6scicxF "
"fake","Live Nation (@LiveNationON) has tweeted that Prince is NOT performing at @masseyhall tonight. #Toronto http://t.co/88wE70thJT "
"fake","Bad news for the Prince fans in the queue. No show in Toronto unfortunately. (according to Livenation) https://t.co/BbaUOo9k1x "
"fake","Live Nation has confirmed that Prince will NOT be performing in Toronto tonight :( "
"fake","Prince not performing tonight, Live Nation saysSTORY: http://t.co/GibJDqhHBA #PrinceTO #Toronto "
"fake","Live Nation says Prince isn't playing at *Massey Hall*. Could he play elsewhere? You know, the Elmo closes this week... (I know nothing) "
"fake","Prince not performing tonight, Live Nation saysSTORY: http://t.co/R3LrDeLIka #PrinceTO #Toronto "
"fake","Breaking: Live Nation Ontario says Prince isn't playing at Massey Hall tonight. "
"fake","Pretty sure #Prince bailed as soon as he heard #Toronto fans referring to it as a pop-up show . "
"fake","Maybe they mixed up the Prince's?#Prince will not be performing @masseyhal in #Toronto tonight. #PrinceFielder? http://t.co/qXmqA0K7o5 "
"fake","I can confirm that I am not performing at Massey Hall tonight either. #Prince "
"fake","Updated Story: Secret Prince show rumored for Toronto tonight http://t.co/2nZEQnKhje "
"fake","Rumour of Prince surprise show at Toronto's Massey Hall quashed by Live Nation http://t.co/kvopjL8bGH "
"fake","Maybe Massey Hall was just a decoy location and Prince has actually loaded all his gear into the El Mocambo. Maybe he BOUGHT the El Mo. "
"fake","UPDATE: Live Nation tweeting that Prince won't be performing tomorrow night either.http://t.co/R3LrDeLIka #PrinceTO #Toronto "
"fake","UPDATE: Live Nation tweeting that Prince won't be performing tomorrow night either.http://t.co/GibJDqhHBA #PrinceTO #Toronto "
"fake","Prince won't be performing tomorrow night either. He's actually performing in an alternate reality for the next few days. #PrinceTO #Toronto "
"fake","Lots of disappointment and disbelief at Massey Hall after would-be Prince called off. Five hours in line based on media speculation, ouch! "
"fake","TORONTO: In case you missed it @LiveNationON are saying no Prince shows @masseyhall either today or tomorrow. "
"fake","Toronto, we just got Rick Rolled by Prince. We can either riot or we can go home and cry together. I'm down for whatever, really. "
"fake","Maaaaaaan… @Shakes1: Security at Massey Hall has told crowds to go home. Prince will not be performing tonight "
"fake","UPDATED: Prince not playing Massey Hall, Live Nation says http://t.co/MjRWsEJRWo #PrinceTO #cbcto http://t.co/Gk9DflWJjE "
"fake","RT@PrinceMuseum: TORONTO: In case you missed it @LiveNationON are saying no Prince shows @masseyhall either today or tomorrow. "
"fake","Event promoter says no surprise Prince show at Massey Hall Tuesday http://t.co/BArev1GALQ "
"fake","Prince will NOT be performing a secret show in Toronto tonight despite fans waiting in the (purple) rain all day http://t.co/DSxU8mODEE "
"fake","Jeez, what is it with Toronto and cancellations? First IE, now Prince concerts. Remind me to book next family reunion there. "
"fake","Dummies in line be like RT: @CP24 LiveNation confirms that Prince will not be performing at Massey Hall tonight. http://t.co/Tt1iuaJwp4 "
"fake","BREAKING: Tonight in Toronto nobody is gonna party like it's 1999. #Prince #PRINCEWATCH #mylittleredcorvettestalled "
"fake","Prince will NOT be performing a secret show in Toronto tonight despite fans waiting in the (purple) rain all day http://t.co/QuARw5Lcth "
"fake","BREAKING: Performance art piece Soon To Be Disappointed Lined-Up Torontonians by Prince concludes after short run at Massey Hall #Toronto "
"fake","There's no Prince show in Toronto tonight ... but there IS an American midterm election on TV ... so, y'know, that's fun too! "
"fake","Jobless bums lineup in rain all day for unannounced, secret Price gig tonight. Live Nation says no dice. Hilarious. http://t.co/QikGYeFjal "
"fake","So wait Prince's gear was even set up in Toronto? Maybe Mr. Nelson wasn't pleased a pic was Tweeted of said set-up? "
"fake","jokes on you if you lined up for Prince at Massey Hall. #PrinceTrollKing "
"fake","...and LiveNation confirms Prince will not be playing Massey Hall tonight. "
"fake","Sorry, fans. Prince will not be performing at Massey Hall tonight: http://t.co/vWqaS1wjSp http://t.co/b69rpe8qeG "
"fake","Prince fans still holding out hope outside Massey Hall even after being told there will be no show tonight. http://t.co/JjjAImOgKr "
"fake","Inside Massey Hall in Toronto. Pretty legit. Wish I were there! @3RDEYEGIRL #Prince http://t.co/Z8vRZTSx5W "
"fake","Prince cancelled Massey Hall show to play Bridle Path house party tonight #princeTOrumours "
"fake",".@3RDEYEGIRL just left #Toronto fans out in the cold. Reaction: http://t.co/qB1TPDPtho #Prince http://t.co/aUxq4wNPKe "
"fake","Suspect that the heartless monopolists at @LiveNationON nixed tonight's Prince Toronto @masseyhall show. As always profit trumps fun. "
"fake","Live Nation quashes #Prince rumour. The Purple One will not be playing at #Toronto's Massey Hall. http://t.co/FvGEmAzggF "
"fake","Now ppl will be showing up @ various venues hoping Prince will appear for a secret #Toronto show. Also, will Prince buy the El Mo sign? "
"fake","Rumours of Prince surprise Toronto show quashed by Live Nation http://t.co/1f7VuOzI72 "
"fake","Live Nation confirms no Prince show tonight, but fans still lined up at Massey Hall on rumours it's 2morrow nite! http://t.co/gsk36mKpFs "
"fake","Prince is in my spin class right now. #Toronto #WheresPrince "
"fake","omggggg :'( @TorontoStar: Sorry, fans. Prince will not be performing at Massey Hall tonight: http://t.co/ajNlq4npxs http://t.co/dynoAkJumk "
"fake","Prince is insulted by Massey Hall's reservation costs, books a show at Izakaya Sushi House #princeTOrumours "
"fake","Prince not playing Massey Hall tonight, promoter says http://t.co/clVHvM07kx http://t.co/IADirsFOOC "
"fake","No plans now that #Prince isn't performing in #Toronto? Come here for our surprise show w/ @MagnusBetner instead http://t.co/6QKYNrEBLt "
"fake","VIDEO: Prince fans at @masseyhall in #Toronto react after being told singer won’t perform Tuesday: http://t.co/WAksjJN9cs @CityAnnaV "
"fake","FYI #Toronto @LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight. "
"fake","BREAKING: Prince cancels Massey Hall gig tonight, rumoured to be headlining @Newzapalooza on Friday -- in holographic form. "
"fake",".@3RDEYEGIRL you see what you've done to #Toronto? #Prince http://t.co/82eXnU49OY "
"fake","#Prince #Toronto inside #massyhall http://t.co/cz2HYoFqTK "
"fake","Hundreds of people still waiting in line for the event formerly known as Prince concert at Massey Hall #cbcto http://t.co/XJbCmPNIh9 "
"fake","Aw man, #Prince just played for 2 hours in my backyard, Toronto. 8-minute version of Purple Rain. I really should've told somebody. "
"fake","WOW. It seems as though #Prince will not be playing at #toronto's #MasseyHall after all. A sad turnout for those who played hooky today! "
"fake","Here's a picture of a #prince stage set up right now at #masseyhall in #Toronto http://t.co/sL1JUINcDS "
"fake","Is Prince really playing a secret show in Toronto or has he gone back to outer space http://t.co/WWlTF3gjto #princeTOrumours "
"fake","Prince probably arrived in Toronto, saw that it was raining and cancelled because the rain wasn't purple. #prince "
"fake","BREAKING: Prince confirms he is playing a surprise show tonight in the pillows section of Toronto's former Big Bop concert hall. "
"fake","Update: Massey Hall has confirmed Prince will not be playing a surprise show tonight. http://t.co/1vuq42ChDn "
"fake","Rumours of Prince coming to #Toronto replaced by rumours of many wet people waiting in a line-up for nothing. At least thats what i heard. "
"fake","Prince Reportedly Pulls Out of Secret Toronto Show Because He 'Just Wasn't Feeling It' http://t.co/u5sIB1kFG6 via @wonderingsound "
"fake","A Prince rep, accompanied by a Massey Hall staffer, just told us all in line that there is indeed no show. What a bust! #Prince #Toronto "
"fake","Still hundreds of people waiting in the rain for Prince at Massey Hall. Venue, promoter say no concert tonight #cbcto http://t.co/yyUQnhJ7Tr "
"fake","Hey #Toronto, I know that Prince concert at Massey Hall didn't happen but now he's here playing in my living room and what does he eat? "
"fake","Is anyone still in line at Massey Hall? #Prince "
"fake","Watch now on #cbcto: Live Nation says Prince concert is a no-go but fans still outside Massey Hall http://t.co/xePAPbntGX @trevorjdunn "
"fake","How can u leave me standing alone in a world so cold? #literally #dovescry #prince #toronto http://t.co/Rd1TjBcm1r "
"fake","This is what it sounds like when fans cry. #Prince #Toronto #PRINCEWATCH #princeTOrumours #masseyhall "
"fake","The whole secret Prince show in Toronto is a joke. How dare they let ppl stand out there all day waiting. Total jerk move. By all involved "
"fake","this nigga Prince got all the unemployed middle aged/retired folk in toronto waiting in purple rain for him "
"fake","Live Nation wants to apologize for any inconvenience experienced by Prince and his fans. Read more here: https://t.co/EwTuUh0Khb "
"fake","#Toronto - sorry for the confusion today surrounding the reported #Prince Massey Hall performance. 3EG’s sound and lighting crew...(cont'd.) "
"fake","From @DonnaGrantis on Facebook. @3RDEYEGIRL #Toronto #Prince http://t.co/lzXGiN7yLM "
"fake","PRINCE in Toronto details. Just a production rehearsal...? http://t.co/c8wGBIFnR8 "
"real","As an aside, Toronto is home to @magpietoronto where Prince @3RDEYEGIRL get a lot of their stage clothes... "
"real","Prince loves this city. He fell for the Toronto woman trap. Happens to the best of them. "
"real","PRINCE gives Toronto purple balls ..... "
"real","Dammit Prince. Toronto needs a win right now. "
"fake","Swiss museum close to accepting Gurlitt bequest, returning any Nazi-looted pieces http://t.co/q0vQkval2k via @WSJ "
"fake","According to psychiatric evaluation #Gurlitt not mentally fit to write will bequeathing paintings to museum http://t.co/EF3WSuyVPT "
"fake","Exclusive: Swiss museum close to accepting Gurlitt bequest, returning any Nazi-looted pieces http://t.co/ugEPYIuC5d by @MaryLaneWSJ via @WSJ "
"fake","Family claims #CorneliusGurlitt was mentally unfit. Read the news @Artlyst http://t.co/1tmcwtUYC8 http://t.co/tfH3caD1EP "
"fake","Another terrific story by @MaryLaneWSJ, chronicler of the Nazi-Gurlitt art saga. http://t.co/2n9SEYKCYR "
"fake","Swiss Museum Debates Expensive and Unsought Responsibility of Gurlitt Hoard http://t.co/DWgVRwOZ7o "
"fake","Swiss museum close to accepting #Gurlitt bequest, returning any #Nazi-looted pieces http://t.co/eCo07tfpkF via @WSJ "
"fake","Swiss museum confirms it will take on #Gurlitt collection "
"fake","Breaking news: Kunstmuseum Bern accepts Cornelius Gurlitt estate. "
"fake","Breaking news: Kunstmuseum Bern accepts Cornelius Gurlitt estate. "
"fake","The Kunstmuseum Bern agrees to takes the controversial Gurlitt art collection. "
"fake","Breaking: Swiss art museum accepts artworks bequeathed by late art dealer Gurlitt http://t.co/9U2VbvB8tz "
"fake","Breaking: Swiss art museum accepts artworks bequeathed by late art dealer Gurlitt http://t.co/VA3SagY9We "
"fake","Breaking: Swiss art museum accepts artworks bequeathed by late art dealer Gurlitt http://t.co/tYCeEMKwOo "
"fake","Swiss art museum accepts artworks bequeathed by late art dealer Gurlitt http://t.co/4euSXR3Agm "
"fake","#BREAKING - Museum of Fine Arts Bern to accept #Gurlitt art collection. "
"fake","The Kunstmuseum Bern accepts the Gurlitt collection. This was decided by the Board of Trustees of the Art Museum . More to follow. "
"fake","Swiss museum to accept hundreds of works of art bequeathed by German Nazi-era art hoarder Cornelius Gurlitt http://t.co/7DHYBAL0QK "
