"tag","text"
"fake","BREAKING: Soldier shot at Canadian parliament, authorities sayhttp://t.co/Dg2QJtPZ6B http://t.co/cslSESe9V2 "
"fake","UPDATED: Gunman on the loose after soldier shot at Ottawa war memorial http://t.co/0XJ9qbOJ3G http://t.co/Mqgn3ouul8 "
"fake","We are in full lock down until further notice from Ottawa Police. "
"fake","More shots being fired near parliament in Ottawa, suspect still at large: TV "
"fake","BREAKING: Soldier shot near Canada's parliament; active shooter at large. http://t.co/ldO9r3y0JQ http://t.co/5Ssy2fEmSb "
"fake","Canada's parliament building in Ottawa is on lockdown after reports of an active shooter http://t.co/oKneosRl04 http://t.co/JIW3PIeeMj "
"fake","DEVELOPING: Police: Shooting near Canadian Parliament; soldier wounded; active situation: http://t.co/9MAAywtu03 http://t.co/kZvFqw7p0v "
"fake","#BREAKING: ONE assailant shot and killed in Parliament Hill - but still active shooting situation &amp; shots being fired. #ottnews "
"fake","#Ottawa: MP Gerry Byrne inside building on lockdown. Says this is tactical team. Live coverage http://t.co/HrGKEeJZL4 http://t.co/b7WVOT640l "
"fake","UPDATE | Shots were fired inside Parliament Hill and gun fire was exchanged with hill security. #cbcOTT #OTTnews "
"fake","HAPPENING NOW: More shots heard near parliament in #Ottawa, suspect still at large - police http://t.co/Zp9AKplH9p http://t.co/pWVxhqPKez "
"fake","Reports now police suspect two or three shooters on Parliament Hill. Sergeant at Arms Kevin Vickers shot one assailant. "
"fake","BREAKING: Dozens of shots fired in Canada's Parliament after gunman entered main door, Ottawa journalist says. http://t.co/qsAnGNqBEw "
"fake","My thoughts and prayers are with injured soldier. And such deep thanks to the security and RCMP on the Hill. #shooting #parliament "
"fake","Police say the shooter is on roof of building at Metcalfe and Sparks 1 block from Parliament Hill #ottnews #cbcott http://t.co/ZZiMUgj69H "
"fake","Attack on Parliament: Soldier shot; gunman on the loose. Follow our developing story: http://t.co/bo99C9HqJE http://t.co/2FXEYtTl8w "
"fake","WATCH: Shots are fired inside Ottawa's Parliament building. Canadian police say shooting suspect is still at large. https://t.co/mzxG4e8m84 "
"fake","A Canadian soldier has been shot at the country's National War Memorial near Parliament. http://t.co/5UE8YlRluE http://t.co/wZRSqS5X26 "
"fake","Prayers for the shot soldier in #Ottawa. God bless the Canadian army. #Canada "
"fake","Here's that dramatic video via @josh_wingrove of shots fired inside parliament building: https://t.co/1waid25vOE #Ottawa #shooting "
"fake","BREAKING NEWS PHOTO GALLERY: Parliament Hill attacked, soldier shot at National War Memorial http://t.co/DWoevi7AZa http://t.co/0cSntg24dj "
"fake","#Canada journalist captures outbreak of small-arms fire inside Parliament building in #Ottawa: http://t.co/oFsOV9xva2 "
"fake","Footage from Globe reporter captures exchange of gun fire in Parliament Hill building https://t.co/FOu4PbNCDq "
"fake","We r being told it's still not safe outside downtown. Shooter on the loose. University of Ottawa shut down. "
"fake","Ottawa Police say they are dealing with multiple suspects, can't confirm whether all have guns but are confirming multiple suspects. "
"fake","LOCKDOWN | Parliament, library main branch, U of O, downtown schools, Ottawa police HQ, CBC HQ, Rideau Centre, courthouse. #cbcOTT #OTTnews "
"fake","#canada unreal. --&gt; Footage from Globe reporter captures exchange of gun fire in Parliament Hill building http://t.co/IBB9WTc3Nh "
"fake","The University of Ottawa, just a five minute walk from the Hill, is now on lockdown. "
"fake","IN PICTURES: Shots fired on Parliament Hill, soldier shot at National War Memorial http://t.co/wdKEiy9P8e http://t.co/uQ4yY2Nw9c "
"fake","BREAKING: Peter Mansbridge now reporting one suspect shot dead inside Parliament Hill "
"fake","OTTAWA! Sending postive vibes. Stay away from rooftops and windows in downtown. Shooter still in Parliament Hill: http://t.co/WzBRh1x9sq "
"fake","#Ottawa Police say they are dealing with multiple suspects. Cannot confirm whether both/all have guns. Ottawa still pretty much locked down "
"fake","There is something profoundly sinister about a shooting on Parliament Hill. It is a sacred space, where we use words, not weapons. "
"fake","University of Ottawa is in lockdown, classes are cancelled "
"fake","CONFIRMED | 1 shooter shot dead at Parliament Hill, but there is more than 1 suspect. #cbcOTT #OTTnews "
"fake","All Ottawa police stations are closed. University of Ottawa in lockdown. Campus closed. "
"fake","Stay with us for LIVE coverage on the active shooting at Canadian parliament: http://t.co/vglAGcuBQZ http://t.co/cI7IXtJc82 "
"fake","Global News camera man reporting shots fired by Chateau Laurier hotel #ottawa "
"fake","Reuters: One gunman has been shot dead inside Canadian parliament building #OttawaShooting "
"fake","RT @CBCOttawa: CONFIRMED | 1 shooter shot dead at Parliament Hill, but there is more than 1 suspect. #cbcOTT #OTTnews "
"fake","Recap: Gunman shot dead inside Parliament buildings; police believe there may be others on loose. Cdn soldier shot earlier at War Memorial. "
"fake","Ottawa police: Actively looking for one or more suspects in Canadian parliament shooting. http://t.co/UQ4xo5jvhF "
"fake","Incidents occurred at National War Memorial, near the Rideau Centre and Parliament Hill this morning. #ottnews "
"fake","#OTTAWA SHOOTING: Police killed 1 guman, believe 2 or 3 still at large - reports http://t.co/Zp9AKplH9p http://t.co/f5jsyOog9b "
"fake","UPDATE: Attacker shot dead in Parliament after soldier shot at War Memorial http://t.co/pp6hcfWcRw #OttawaShooting http://t.co/tx8j82FOYc "
"fake","Watch Live: Manhunt for Canadian Parliament shooting suspect http://t.co/oWI4Jj0X5i via @CTVNews http://t.co/iqiSSYHWP2 "
"fake","Soldier gets CPR after being shot at War Memorial in #Ottawa https://t.co/gifVPfCcBv "
"fake","#BREAKING Soldier shot in the Canadian capital of Ottawa and a gunman is believed to have entered Parliament.http://t.co/3DWYnF22aI "
"fake","Police confirm multiple suspects involved in shooting incident at Ottawa War Memorial - @VassyKapelos, @amyminsky http://t.co/aF9HyT9BgX "
"fake","BREAKING: Two or three gunmen were involved in shooting at Canada war memorial, Ottawa police say. http://t.co/qsAnGNqBEw "
"fake","According to reports, one gunman is dead in #Ottawa Parliament shooting. LIVE coverage: http://t.co/NZrpLq5Coo http://t.co/f6PV2xgRBh "
"fake","LATEST UPDATE: Attacker shot dead in Parliament after soldier shot at National War Memorial http://t.co/pp6hcfWcRw http://t.co/HxODwIZfj6 "
"fake","UPDATE: Police: Several shooting incidents being investigated in downtown Ottawa: http://t.co/9MAAywtu03 http://t.co/wW0aQmzRIb "
"fake","University of Ottawa now in lockdown after earlier shooting at Canada's Parliament buildings, @uOttawaDirect says http://t.co/65JM05b8Ts "
"fake","Updated: Canadian soldier killed in attack at Parliament Hill in Ottawa http://t.co/tMfDn2GAbh "
"fake","UPDATED | Attacker shot dead in Parliament after soldier shot at National War Memorial: http://t.co/4kP3Lib1dS #cbcOTT #OTTnews "
"fake","Credible sources tell @SunNewsNetwork there may be as many as five active shooters in #Ottawa http://t.co/riheafK9WV http://t.co/stc2O4WlcS "
"fake","Reports now that 2nd shooter has been shot in downtown Ottawa #ottnews "
"fake","#BREAKING: Shooter is dead, according to sources on Parliament Hill "
"fake","shooting someone is already bad enough, shooting a soldier guarding a war memorial is just disgusting #PrayForOttawa "
"fake","BREAKING NEWS: New York Times is reporting the Canadian soldier who was shot has died from their injuries. Heartbreaking. #cdnpoli #ableg "
"fake","#RIGHTNOW all bridges from #Ottawa #Gatineau are NOW CLOSED! Active search still underway (11:37est) #ParliamentHill http://t.co/FMpAcCAI2b "
"fake","Ottawa Police Service: There were numerous gunmen at the Canada War Memorial shooting. One person was shot. http://t.co/zNhxK6wBoy "
"fake","LATEST: Numerous gunmen involved in #Ottawa shooting attacks, manhunt is on - police spokesman http://t.co/Zp9AKplH9p http://t.co/hji1netpU8 "
"fake","Some Leaf players say they heard shots this morning from the Tomb of the Unknown Soldier. Scary events in Ottawa "
"fake","BREAKING: Police source has told The Globe that a second shooter has been shot. #OttawaShooting "
"fake","The latest @CBCNews on #Ottawa shootings. Gunman killed inside Parliament, soldier shot at War Memorial. http://t.co/kngapKTSCe #cdnpoli "
"fake","BREAKING: One gunman has been killed following a shooting on Parliament Hill, sources confirm to CTV News. "
"fake","Dramatic video of gunfire from inside Parliament Hill: http://t.co/8xCefbbnZa http://t.co/SYydkfOxAI "
"fake","BREAKING: @ctvottawa CONFIRMS: One shooter dead. Police working under assumption more than one shooter. 3 shooting incidents #ottnews "
"fake","UPDATE: Reports of 1 more shooter being SHOT. This is in addition to one shot and killed earlier in Parliament Hill #ottnews #OttawaShooting "
"fake","BREAKING NEWS: Ottawa police confirm at least 3 separate shooting sites and multiple suspects - http://t.co/lXFiYaVImZ "
"fake","Ottawa police issued a statement. Three separate shooting incidents. Once inside parliament. One at the war memorial. One at Rideau Centre "
"fake","RAW VIDEO : Parliament Hill shooting.Video from inside Parliament Hill after shots were fired. #breaking http://t.co/sIwoId5RoH #CBCNews "
"fake","Ottawa Police report a third shooting incident at the Rideau Centre. No word on injuries. "
"fake","CTV has received confirmation from Ottawa Police that there have been three different shooting incidents #ottnews #ottawashooting "
"fake","Watch as bullets fly inside hallways of Parliament Hill http://t.co/R8BUhfrvX2 #Ottawa "
"fake","BREAKING: @ottawapolice confirm one death on Parliament Hill. 3 separate shootings: War Memorial, Hill and near Rideau Centre @ctvottawa "
"fake","NEW: Ottawa police reporting 3rd shooting scene, at Rideau Centre Mall, close to Parliament Hill "
"fake","Gun fire exchange in Parliament Hill building #Ottawa #parliament #shooting #Canada #BeSafeOttawa -https://t.co/9RDjNvVkJW via @martinvass2 "
"fake","A gunman is killed after shooting at war memorial and Canadian parliament in Ottawa, media reports say http://t.co/sj9jOKOw2X "
"fake","#OttawaShooting police say they are investigating 3 shootings, one at War Memorial, one on Parliament Hill and one near Rideau Centre "
"fake","Ottawa Police report a third shooting at Rideau Centre, no reports of injuries. "
"fake","#BREAKING: Ottawa police confirm there were at least three separate shootings "
"fake","LIVE:Coverage of several shooting incidents at and near Canadian Parliament: http://t.co/0nuzHcvr2J http://t.co/ZJO2hQqtLF "
"fake","Ottawa police now say there are 3 shootings in Ottawa: Parliament, War Memorial and Rideau Centre Mall http://t.co/s0bE3BaNn7 "
"fake","UPDATE: One shooter possibly on the loose in #Ottawa amid reports of shootings in the city: http://t.co/tjycT5YQcv "
"fake","#BREAKING: Ottawa police confirm to CTV news there were at least three separate shootings "
"fake","#BREAKING: Ottawa Police now confirming a 3rd shooting. This one at the Rideau Centre Mall. No word on injuries at that one.#OttawaShooting "
"fake","CANADA PARLIAMENT SHOOTING:- Still active shooter- 3 separate shooting sites- Multiple gunmen- 1 gunmen deadhttp://t.co/lXFiYaVImZ "
"fake","Shooting soldiers guarding the war memorial....terrorism really doesn't get much more cowardly than that. Bastards. "
"fake",".@ctvottawa confirms there were 3 separate shootings. One on Parliament Hill, one at National War Memorial, one at Rideau Centre "
"fake","VIDEO Just on CBC NN: @globeandmail video showing shots fired inside Parliament Hill. #cdnpoli http://t.co/jT71xTmLEt http://t.co/qLQGMLA6ZT "
"fake","Police in pursuit of multiple shooters in Ottawa; PM safe; downtown buildings in lockdown http://t.co/3FCWaFPA4y http://t.co/Si3yY0BRRd "
"fake","EXTENDED: Dramatic video of gunfire inside hallways of Parliament Hill. (The Globe and Mail) http://t.co/SbOu4rAp96 http://t.co/71rNixs3Eb "
"fake",".@OttawaPolice: Incidents occurred at National War Memorial, near the Rideau Centre and Parliament Hill. Live blog: http://t.co/q98AMohu7T "
"fake","#BREAKING : 3rd shooting incident reported in #ottawa at Rideau Centre Mall "
"fake","Police say there are 3 shooting scenes: Parliament, War Memorial, Rideau Centre. They happened close together, police say #cbcOTT #OTTnews "
"fake","CTV reports that soldier shot at war memorial still alive. "
"fake","BREAKING: CTV Ottawa confirms there were 3 separate shootings. One on Parliament Hill, one at National War Memorial, one near Rideau Centre "
"fake","CXN: 1 gunman shot dead in Parliament Hill attack, soldier shot in Ottawa http://t.co/pp6hcfWcRw No report soldier dead. #OttawaShooting "
"fake","Our thoughts and prayers are with the Canadian soldier shot while guarding the National War Memorial in Ottawa. #ableg #cdnpoli "
"fake","Breaking: Police confirm multiple suspects in Ottawa shooting. http://t.co/tYCeELTJqc "
"fake","#OTTAWA FOOTAGE: Video captures moment shots fired in Canadian Parliament http://t.co/Zp9AKplH9p http://t.co/CkAO04v5gm "
"fake","Seeing reports that soldier shot at War Memorial is still alive. Hang in there, brother. All of Canada is with you. "
"fake","Witness tells CNN gunman shot one of two soldiers standing guard at war memorial in Ottawa. Live blog: http://t.co/q98AMohu7T "
"fake","Watch video showing gunfire inside Canada's parliament in Ottawa http://t.co/CJpXNAk8nS http://t.co/hxwr2NEr2K "
"fake","CLARIFICATION | The shooting was near the Rideau Centre, police say. Not inside it. #cbcOTT #OTTnews "
"fake","BREAKING NEWS: CANADIAN OFFICIALS NOW CALLING TODAY'S PARLIAMENT SHOOTING A TERRORIST ATTACK - http://t.co/lXFiYaVImZ "
"fake","EXTENDED VIDEO: Numerous gunshots heard inside Centre Block on Parliament Hill http://t.co/PVcAGKdahe "
"fake","Here's the footage shot by Globe reporter @josh_wingrove of gun fire in Parliament Hill building https://t.co/FOu4PbNCDq "
"fake","CANADIAN OFFICIALS NOW CALLING TODAY'S PARLIAMENT SHOOTING A TERRORIST ATTACK - http://t.co/5VYMWGWyx3 http://t.co/jQn39E7hTA "
"fake","Police confirm 3rd shooting in area of Rideau Centre, mall in downtown #Ottawa east of Parliament Hill. #cdnpoli "
"fake","Confirmed reports that there were three shootings in Ottawa: at a War memorial, at the Parliament and at a shopping mall. "
"fake","Police in Ottawa are searching for suspected gunmen who shot a solider and fired shots in Parliament this morning. http://t.co/1cKIHwuCzl "
"fake","Ottawa police confirm 3 separate shooting incidents today; 1 on Parliament Hill, 1 at War Memorial and 1 near area mall - @CP24, @CBCNews "
"fake","Latest on shooting in Ottawa w/ dramatic video from inside Canadian Parliament building by @globeandmail http://t.co/iXfjOjwP6y "
"fake","Shooting locks down Canadian parliament; one suspect reported dead http://t.co/H3Z4PtvSuU "
"fake","At least 30 more shots were fired inside Parliament in Ottawa. http://t.co/1cKIHwuCzl "
"fake","Rideau Centre general manager tell @globeandmail there was no shooting inside the mall. But people can't leave or enter. #OttawaShooting "
"fake","MORE: Police say shots fired at 3 places: The National War Memorial, on Parliament Hill and near Rideau Centre Mall: http://t.co/ZUIqFDn4nl "
"fake","Police confirming a 3rd shooting at Rideau Center here in Ottawa, a popular shopping mall downtown - very tense in city #OttawaStrong "
"fake","Police are now investigating three shooting incidents in Ottawa at Parliament, shopping mall and War Memorial. http://t.co/1cKIHwuCzl "
"fake","AP VIDEO: Gunman shoots a Canadian soldier standing guard at the National War Memorial in Ottawa: http://t.co/ELdZHZa0Q9 "
"fake","Police say shots fired at 3 #Ottawa sites - National War Memorial, Parliament Hill, and now Rideau shopping centre http://t.co/rOnqpUbuqc "
"fake","Here are the 3 locations of shootings in #Ottawa around Parliament Hill (GoofleEarth)From: @CNNJasonhttp://t.co/DSyNgBC02U "
"fake","Map of areas where Ottawa shootings were reported: National War Memorial, near the Rideau Centre and Parliament Hill. http://t.co/NcfNCR5VCV "
"fake","Photos of the scene in Ottawa, where police confirm 'several' shootings http://t.co/1vpA0rErQg http://t.co/djjyH5S30C "
"fake","Ottawa shootings reportedly at three locations - parliament, war memorial and shopping mall. http://t.co/fULkb6VpEv http://t.co/mL9Ivehy6Q "
"fake","Gunman on the loose in downtown Ottawa. Canadian citizens disarmed by their government. Target rich environment. #OttawaShooting "
"fake","Reports of a shooting at Rideau Centre have misstated the shooting location. "
"fake","Harper to make statement today after gunman shot dead in #Parliament. PM safe, not on Parliament Hill, being briefed by security officials. "
"fake","NORAD increases number of planes on higher alert status ready to respond if necessary, official says. http://t.co/qsAnGNqBEw #OttawaShooting "
"fake","Ottawa police confirm that there were multiple suspects in the shooting, saying there were possibly 3 shooters. http://t.co/In9OgOxYXM "
"fake","BREAKING: Two new patients coming to Ottawa hospital civic campus. One with gunshot wounds. Just confirmed #ottnews "
"fake","Police confirm 'several' shootings in Ottawa; PM safe; downtown buildings in lockdown http://t.co/WX22NpkCFs http://t.co/FlvvBW7Cu2 "
"fake","BREAKING: #Ottawa Civic Hosp official says TWO NEW PATIENTS are enroute to hospital. 1 w/gunshot wounds. Both stable. @ctvottawa #ottnews "
"fake","In response to Ottawa incidents, NORAD increased number of planes on higher alert status ready to respond if needed. http://t.co/q98AMohu7T "
"fake","Police in Canada have confirmed to NBC that multiple gunmen were involved in what appears to be coordinated series of shootings in #Ottawa "
"fake","These are the areas where the #OttawaShootings have been reported. http://t.co/KkgffESRD5 http://t.co/Vvyip1FQjm "
"fake","Senior U.S. official: Canadian government has informed U.S. that one shooter is dead in Ottawa. Live blog: http://t.co/q98AMohu7T "
"fake","UPDATE: Ottawa police confirm gunman in Canada shooting shot and killed. Search on for possible additional gunmen. http://t.co/sV7ZH50tlf "
"fake","Timing of Parliament shootings - an hour later and 200+ MPs and dozens of reporters would have been in hall where shooting took place "
"fake","Breaking: Shots were fired at three separate locations in Ottawa, say Ottawa police http://t.co/64ryfqadX1 "
"fake","OTTAWA SHOOTING- Soldier shot at memorial- Gunfire in Parliament- PM safe, will speak later today http://t.co/DkNJOduorR "
"fake","Extended Video: Guns raised, officers rush towards @RideauCentre http://t.co/YHpG2o8XeH http://t.co/UsPYjU85AS "
"fake","Canadian soldier who was shot at #Ottawa's War Memorial is a reservist serving with the Argyll and Sutherland Highlanders in #Hamilton, Ont. "
"fake","2 new victims en route to Ottawa hospital; 1 shot, both non-life-threatening, hospital says - @MICHAELCTV, @CBCNews https://t.co/wCqPcyqMxK "
"fake","Ottawa Police Service: No one was hurt in the shooting near Ottawa's Rideau Centre. Live blog: http://t.co/q98AMohu7T "
"fake","#BREAKING Rick Hughes at CBC Hamilton: The soldier who was shot in Ottawa Wednesday morning is a reservist serving in Hamilton "
"fake","No one hurt in shooting at Ottawa's Rideau Centre -- scene of 1 of 3 attacks, Canadian police say. http://t.co/qsAnGNqBEw #ottawashooting "
"fake","Kevin Vickers, head of security in parliament &amp; 29 yr vet of RCMP. Being credited for taking down shooter #Ottawa http://t.co/LpAUkIqwvi "
"fake","Canadian soldier shot in Ottawa a reservist from Hamilton http://t.co/MTYfpfQLJY #HamOnt #Canpoli #ottawashooting http://t.co/geEQSNG1mi "
"fake","Ottawa police confirm they are looking for more than one suspect in Parliament Hill shooting. http://t.co/1cKIHwuCzl "
"fake","This is #MyCanada .. Passing woman valiantly tries to save #Hamilton Reservist shot in #Ottawa .. #OttawaShooting http://t.co/0uHEdCAylc "
"fake","#Ottawa police confirm to #CBCNews they are still seeking 1 or more suspects after shootings on Parliament Hill, War Memorial, nearby mall. "
"fake","Canadian authorities 'were aware of potential #Isis-style attacks for weeks'http://t.co/AEMhmInJxm #OttawaShooting http://t.co/TDL4Wl1lFL "
"fake","#BREAKING Minister of Employment Jason Kenney confirms the soldier shot in Ottawa is dead http://t.co/lKTCYy4qry http://t.co/COnhvF3DyU "
